"Time","Event Type","MAC Address","IP Address","IPv6 Addresses","AP Name","SSID","Details","IPv6 Address","Bssid","From Ap Name","Ap Serial","From Ap Serial"
"May 5, 2021 7:27:18 PM","Roam","80:86:F2:52:1B:38",,"","catho-ap22-505i","glee-test-5","Between XCC to AP/Radio[2] DevFamily[Windows] DevType[Windows 8/ 8.1/ 10/ 2012] Hostname[aptest] FT[None]",,"94:9B:2C:0E:87:F2",,"1902W-2011900000",
"May 5, 2021 7:27:15 PM","Roam","94:9B:2C:0E:C8:30",,"","catho-ap22-505i","glee-test-5","Between XCC to AP/Radio[2] DevFamily[Wireless Access Point] DevType[Extreme Wireless Access Point] Hostname[CB-AP510-2] FT[None]",,"94:9B:2C:0E:87:F2",,"1902W-2011900000",
"May 5, 2021 7:27:03 PM","Roam","94:9B:2C:0E:C8:30",,"","catho-ap02-410i","glee-test-5","Between XCC to AP/Radio[2] DevFamily[Wireless Access Point] DevType[Extreme Wireless Access Point] Hostname[CB-AP510-2] FT[None]",,"48:9B:D5:ED:F3:32",,"1943Y-1588200000",
"May 5, 2021 7:27:03 PM","Roam","80:86:F2:52:1B:38",,"","catho-ap02-410i","glee-test-5","Between XCC to AP/Radio[2] DevFamily[Windows] DevType[Windows 8/ 8.1/ 10/ 2012] Hostname[aptest] FT[None]",,"48:9B:D5:ED:F3:32",,"1943Y-1588200000",
"May 5, 2021 7:26:38 PM","De-registration","E4:A7:A0:48:A5:4E",,"","catho-ap27-3912i","Extreme-Corp","Network[Extreme-Corp] Cause[Idle timeout] FT[None]",,"D8:84:66:6C:0E:D0",,"1637Y-1001800000",
"May 5, 2021 7:26:38 PM","Roam","94:9B:2C:0E:C8:30",,"","catho-ap18-410i","glee-test-5","Between XCC to AP/Radio[2] DevFamily[Wireless Access Point] DevType[Extreme Wireless Access Point] Hostname[CB-AP510-2] FT[None]",,"48:9B:D5:ED:F4:B2",,"1943Y-1589400000",
"May 5, 2021 7:25:53 PM","Roam","94:9B:2C:0E:C8:30",,"","catho-ap25-510i","glee-test-5","Between XCC to AP/Radio[2] DevFamily[Wireless Access Point] DevType[Extreme Wireless Access Point] Hostname[CB-AP510-2] FT[None]",,"94:9B:2C:0F:0D:52",,"1910W-2114700000",
"May 5, 2021 7:25:16 PM","Roam","94:9B:2C:0E:C8:30",,"","catho-ap24-410i",,"Inside XCC from AP/Radio[2] to AP/Radio[2] Network[glee-test] DevFamily[Wireless Access Point] DevType[Extreme Wireless Access Point] Hostname[CB-AP510-2] FT[None]",,"48:9B:D5:ED:F2:D2","catho-ap18-410i","1943Y-1587900000","1943Y-1589400000"
"May 5, 2021 7:25:03 PM","De-registration","68:9C:70:9D:64:0C",,"","catho-ap14-510i","Extreme-Corp","Network[Extreme-Corp] Cause[AP send disconnect req(code:8)] DevFamily[Apple iOS] DevType[iPhone/iPad/iPod/Watch/ATV] Hostname[QA7ipad] FT[PMKID]",,"94:9B:2C:0F:65:B0",,"1911W-2017000000",
"May 5, 2021 7:24:54 PM","Roam","94:9B:2C:0E:C8:30",,"","catho-ap18-410i",,"Inside XCC from AP/Radio[2] to AP/Radio[2] Network[glee-test] DevFamily[Wireless Access Point] DevType[Extreme Wireless Access Point] Hostname[CB-AP510-2] FT[None]",,"48:9B:D5:ED:F4:B2","catho-ap22-505i","1943Y-1589400000","1902W-2011900000"
"May 5, 2021 7:24:22 PM","Roam","80:86:F2:52:1B:38",,"","catho-ap24-410i",,"Inside XCC from AP/Radio[2] to AP/Radio[2] Network[glee-test] DevFamily[Windows] DevType[Windows 8/ 8.1/ 10/ 2012] Hostname[aptest] FT[None]",,"48:9B:D5:ED:F2:D2","catho-ap22-505i","1943Y-1587900000","1902W-2011900000"
"May 5, 2021 7:24:21 PM","State Change","68:9C:70:9D:64:0C","134.141.123.23","fe80::803:474e:7030:6031","catho-ap14-510i","Extreme-Corp"," DevFamily[Apple iOS] DevType[iPhone/iPad/iPod/Watch/ATV] Hostname[QA7ipad] FT[PMKID]","[""fe80::803:474e:7030:6031""]","94:9B:2C:0F:65:B0",,"1911W-2017000000",
"May 5, 2021 7:24:20 PM","State Change","68:9C:70:9D:64:0C",,"fe80::803:474e:7030:6031","catho-ap14-510i","Extreme-Corp"," DevFamily[Apple iOS] DevType[iPhone/iPad/iPod/Watch/ATV] Hostname[QA7ipad] FT[PMKID]","[""fe80::803:474e:7030:6031""]","94:9B:2C:0F:65:B0",,"1911W-2017000000",
"May 5, 2021 7:24:19 PM","Authentication","68:9C:70:9D:64:0C",,"","catho-ap14-510i","Extreme-Corp","Network[Extreme-Corp] AppliedRole[Extreme Corp]",,"94:9B:2C:0F:65:B0",,"1911W-2017000000",
"May 5, 2021 7:24:19 PM","State Change","68:9C:70:9D:64:0C",,"","catho-ap14-510i","Extreme-Corp","Network[Extreme-Corp] Auth[valid] DevFamily[Apple iOS] DevType[iPhone/iPad/iPod/Watch/ATV] Hostname[QA7ipad] FT[PMKID]",,"94:9B:2C:0F:65:B0",,"1911W-2017000000",
"May 5, 2021 7:24:19 PM","Registration","68:9C:70:9D:64:0C",,"","catho-ap14-510i","Extreme-Corp","Radio[2] DevFamily[Apple iOS] DevType[iPhone/iPad/iPod/Watch/ATV] Hostname[QA7ipad] FT[PMKID-Not-Found]",,"94:9B:2C:0F:65:B0",,"1911W-2017000000",
"May 5, 2021 7:24:16 PM","De-registration","0C:8B:FD:59:0B:1E",,"","catho-ap17-510i","Extreme-Guest","Network[Extreme-Guest] Cause[AP send disconnect req(code:4)] FT[None]",,"94:9B:2C:0F:61:11",,"1911W-2013300000",
"May 5, 2021 7:23:37 PM","Roam","80:86:F2:52:1B:38",,"","catho-ap22-505i","glee-test-5","Between XCC to AP/Radio[2] DevFamily[Windows] DevType[Windows 8/ 8.1/ 10/ 2012] Hostname[aptest] FT[None]",,"94:9B:2C:0E:87:F2",,"1902W-2011900000",
"May 5, 2021 7:23:30 PM","Roam","94:9B:2C:0E:C8:30",,"","catho-ap22-505i","glee-test-5","Between XCC to AP/Radio[2] DevFamily[Wireless Access Point] DevType[Extreme Wireless Access Point] Hostname[CB-AP510-2] FT[None]",,"94:9B:2C:0E:87:F2",,"1902W-2011900000",
"May 5, 2021 7:23:19 PM","Roam","94:9B:2C:0E:C8:30",,"","catho-ap02-410i","glee-test-5","Between XCC to AP/Radio[2] DevFamily[Wireless Access Point] DevType[Extreme Wireless Access Point] Hostname[CB-AP510-2] FT[None]",,"48:9B:D5:ED:F3:32",,"1943Y-1588200000",
"May 5, 2021 7:23:03 PM","Roam","80:86:F2:52:1B:38",,"","catho-ap23-510i",,"Inside XCC from AP/Radio[2] to AP/Radio[2] Network[glee-test] DevFamily[Windows] DevType[Windows 8/ 8.1/ 10/ 2012] Hostname[aptest] FT[None]",,"94:9B:2C:0E:98:F2","catho-ap25-510i","1907W-2011500000","1910W-2114700000"
"May 5, 2021 7:22:47 PM","Roam","94:9B:2C:0E:C8:30",,"","catho-ap18-410i","glee-test-5","Between XCC to AP/Radio[2] DevFamily[Wireless Access Point] DevType[Extreme Wireless Access Point] Hostname[CB-AP510-2] FT[None]",,"48:9B:D5:ED:F4:B2",,"1943Y-1589400000",
"May 5, 2021 7:21:45 PM","Roam","94:9B:2C:0E:C8:30",,"","catho-ap25-510i","glee-test-5","Between XCC to AP/Radio[2] DevFamily[Wireless Access Point] DevType[Extreme Wireless Access Point] Hostname[CB-AP510-2] FT[None]",,"94:9B:2C:0F:0D:52",,"1910W-2114700000",
"May 5, 2021 7:21:35 PM","Authentication Failure","E4:A7:A0:48:A5:4E",,"",,,"Network[Extreme-Corp]",,"D8:84:66:6C:0E:D0",,,
"May 5, 2021 7:21:33 PM","Registration","E4:A7:A0:48:A5:4E",,"","catho-ap27-3912i","Extreme-Corp","Radio[1] FT[None]",,"D8:84:66:6C:0E:D0",,"1637Y-1001800000",
"May 5, 2021 7:21:15 PM","Roam","94:9B:2C:0E:C8:30",,"","catho-ap24-410i","glee-test-5","Between XCC to AP/Radio[2] DevFamily[Wireless Access Point] DevType[Extreme Wireless Access Point] Hostname[CB-AP510-2] FT[None]",,"48:9B:D5:ED:F2:D2",,"1943Y-1587900000",
"May 5, 2021 7:20:57 PM","Roam","80:86:F2:52:1B:38",,"","catho-ap25-510i","glee-test-5","Between XCC to AP/Radio[2] DevFamily[Windows] DevType[Windows 8/ 8.1/ 10/ 2012] Hostname[aptest] FT[None]",,"94:9B:2C:0F:0D:52",,"1910W-2114700000",
"May 5, 2021 7:20:42 PM","Roam","94:9B:2C:0E:C8:30",,"","catho-ap23-510i","glee-test-5","Between XCC to AP/Radio[2] DevFamily[Wireless Access Point] DevType[Extreme Wireless Access Point] Hostname[CB-AP510-2] FT[None]",,"94:9B:2C:0E:98:F2",,"1907W-2011500000",
"May 5, 2021 7:20:26 PM","Roam","94:9B:2C:0E:C8:30",,"","catho-ap03-505i",,"Inside XCC from AP/Radio[2] to AP/Radio[2] Network[glee-test] DevFamily[Wireless Access Point] DevType[Extreme Wireless Access Point] Hostname[CB-AP510-2] FT[None]",,"94:9B:2C:0E:B0:72","catho-ap24-410i","1908W-2003100000","1943Y-1587900000"
"May 5, 2021 7:20:10 PM","Authentication","5C:A8:6A:8E:66:7A",,"","catho-ap31-3916ic-ROW","Extreme-Corp-Legacy","Network[Extreme-Corp-Legacy] AppliedRole[Extreme Corp]",,"D8:84:66:81:EF:19",,"1703Y-1418000000",
"May 5, 2021 7:20:10 PM","State Change","5C:A8:6A:8E:66:7A","134.141.123.28","fe80::5ea8:6aff:fe8e:667a","catho-ap31-3916ic-ROW","Extreme-Corp-Legacy","Network[Extreme-Corp-Legacy] Auth[valid] DevFamily[Android] DevType[Android] Hostname[HUAWEIP9-4a5ae5d8880516c] FT[None]","[""fe80::5ea8:6aff:fe8e:667a""]","D8:84:66:81:EF:19",,"1703Y-1418000000",
"May 5, 2021 7:20:09 PM","Roam","5C:A8:6A:8E:66:7A",,"","catho-ap31-3916ic-ROW","Extreme-Corp-Legacy","Between XCC to AP/Radio[2] DevFamily[Android] DevType[Android] Hostname[HUAWEIP9-4a5ae5d8880516c] FT[None]",,"D8:84:66:81:EF:19",,"1703Y-1418000000",
"May 5, 2021 7:20:09 PM","Roam","94:9B:2C:0E:C8:30",,"","catho-ap24-410i",,"Inside XCC from AP/Radio[2] to AP/Radio[2] Network[glee-test] DevFamily[Wireless Access Point] DevType[Extreme Wireless Access Point] Hostname[CB-AP510-2] FT[None]",,"48:9B:D5:ED:F2:D2","catho-ap22-505i","1943Y-1587900000","1902W-2011900000"
"May 5, 2021 7:19:36 PM","State Change","5C:A8:6A:8E:66:7A","134.141.123.28","fe80::5ea8:6aff:fe8e:667a","catho-ap22-505i","Extreme-Corp-Legacy"," DevFamily[Android] DevType[Android] Hostname[HUAWEIP9-4a5ae5d8880516c] FT[None]","[""fe80::5ea8:6aff:fe8e:667a""]","94:9B:2C:0E:87:E0",,"1902W-2011900000",
"May 5, 2021 7:19:31 PM","State Change","5C:A8:6A:8E:66:7A","134.141.123.28","fe80::5ea8:6aff:fe8e:667a","catho-ap22-505i","Extreme-Corp-Legacy"," DevFamily[Android] DevType[Android] Hostname[HUAWEIP9-4a5ae5d8880516c] FT[None]","[""fe80::5ea8:6aff:fe8e:667a""]","94:9B:2C:0E:87:E0",,"1902W-2011900000",
"May 5, 2021 7:19:31 PM","Authentication","5C:A8:6A:8E:66:7A",,"","catho-ap22-505i","Extreme-Corp-Legacy","Network[Extreme-Corp-Legacy] AppliedRole[Extreme Corp]",,"94:9B:2C:0E:87:E0",,"1902W-2011900000",
"May 5, 2021 7:19:31 PM","State Change","5C:A8:6A:8E:66:7A","134.141.123.28","fe80::5ea8:6aff:fe8e:667a","catho-ap22-505i","Extreme-Corp-Legacy","Network[Extreme-Corp-Legacy] Auth[valid] FT[None]","[""fe80::5ea8:6aff:fe8e:667a""]","94:9B:2C:0E:87:E0",,"1902W-2011900000",
"May 5, 2021 7:19:31 PM","Roam","5C:A8:6A:8E:66:7A",,"","catho-ap22-505i",,"Inside XCC from AP/Radio[1] to AP/Radio[1] Network[Extreme-Corp-Legacy] FT[None]",,"94:9B:2C:0E:87:E0","catho-ap18-410i","1902W-2011900000","1943Y-1589400000"
"May 5, 2021 7:19:27 PM","Roam","80:86:F2:52:1B:38",,"","catho-ap22-505i","glee-test-5","Between XCC to AP/Radio[2] DevFamily[Windows] DevType[Windows 8/ 8.1/ 10/ 2012] Hostname[aptest] FT[None]",,"94:9B:2C:0E:87:F2",,"1902W-2011900000",
"May 5, 2021 7:19:17 PM","Roam","94:9B:2C:0E:C8:30",,"","catho-ap22-505i","glee-test-5","Between XCC to AP/Radio[2] DevFamily[Wireless Access Point] DevType[Extreme Wireless Access Point] Hostname[CB-AP510-2] FT[None]",,"94:9B:2C:0E:87:F2",,"1902W-2011900000",
"May 5, 2021 7:19:05 PM","Roam","94:9B:2C:0E:C8:30",,"","catho-ap02-410i","glee-test-5","Between XCC to AP/Radio[2] DevFamily[Wireless Access Point] DevType[Extreme Wireless Access Point] Hostname[CB-AP510-2] FT[None]",,"48:9B:D5:ED:F3:32",,"1943Y-1588200000",
"May 5, 2021 7:18:59 PM","State Change","5C:A8:6A:8E:66:7A","134.141.123.28","fe80::5ea8:6aff:fe8e:667a","catho-ap18-410i","Extreme-Corp-Legacy"," FT[None]","[""fe80::5ea8:6aff:fe8e:667a""]","48:9B:D5:ED:F4:A1",,"1943Y-1589400000",
"May 5, 2021 7:18:49 PM","Registration","5C:A8:6A:8E:66:7A",,"","catho-ap18-410i","Extreme-Corp-Legacy","Radio[1] FT[None]",,"48:9B:D5:ED:F4:A1",,"1943Y-1589400000",
"May 5, 2021 7:18:47 PM","Roam","80:86:F2:52:1B:38",,"","catho-ap23-510i",,"Inside XCC from AP/Radio[2] to AP/Radio[2] Network[glee-test] DevFamily[Windows] DevType[Windows 8/ 8.1/ 10/ 2012] Hostname[aptest] FT[None]",,"94:9B:2C:0E:98:F2","catho-ap25-510i","1907W-2011500000","1910W-2114700000"
"May 5, 2021 7:18:46 PM","De-registration","5C:A8:6A:8E:66:7A",,"","catho-ap04-3916c","Extreme-Corp-Legacy","Network[Extreme-Corp-Legacy] Cause[Roaming Failed] MU attempted roaming  From Site/AP[US/catho-ap04-3916c] To Site/AP[Toronto/catho-ap18-410i] DevFamily[Android] DevType[Android] Hostname[HUAWEIP9-4a5ae5d8880516c] FT[None]",,"D8:84:66:85:07:18",,"1710Y-1656500000",
"May 5, 2021 7:18:36 PM","Roam","94:9B:2C:0E:C8:30",,"","catho-ap18-410i","glee-test-5","Between XCC to AP/Radio[2] DevFamily[Wireless Access Point] DevType[Extreme Wireless Access Point] Hostname[CB-AP510-2] FT[None]",,"48:9B:D5:ED:F4:B2",,"1943Y-1589400000",
"May 5, 2021 7:18:25 PM","Registration","5C:A8:6A:8E:66:7A",,"","catho-ap04-3916c","Extreme-Corp-Legacy","Radio[2] DevFamily[Android] DevType[Android] Hostname[HUAWEIP9-4a5ae5d8880516c] FT[None]",,"D8:84:66:85:07:18",,"1710Y-1656500000",
"May 5, 2021 7:17:34 PM","Roam","94:9B:2C:0E:C8:30",,"","catho-ap25-510i","glee-test-5","Between XCC to AP/Radio[2] DevFamily[Wireless Access Point] DevType[Extreme Wireless Access Point] Hostname[CB-AP510-2] FT[None]",,"94:9B:2C:0F:0D:52",,"1910W-2114700000",
"May 5, 2021 7:17:27 PM","Roam","5C:A8:6A:8E:66:7A",,"","catho-ap17-510i","Extreme-Corp-Legacy","Between XCC to AP/Radio[1] DevFamily[Android] DevType[Android] Hostname[HUAWEIP9-4a5ae5d8880516c] FT[None]",,"94:9B:2C:0F:61:00",,"1911W-2013300000",
"May 5, 2021 7:17:13 PM","Roam","80:86:F2:52:1B:38",,"","catho-ap25-510i","glee-test-5","Between XCC to AP/Radio[2] DevFamily[Windows] DevType[Windows 8/ 8.1/ 10/ 2012] Hostname[aptest] FT[None]",,"94:9B:2C:0F:0D:52",,"1910W-2114700000",
"May 5, 2021 7:17:10 PM","Roam","5C:A8:6A:8E:66:7A",,"","catho-ap24-410i",,"Inside XCC from AP/Radio[1] to AP/Radio[1] Network[Extreme-Corp-Legacy] DevFamily[Android] DevType[Android] Hostname[HUAWEIP9-4a5ae5d8880516c] FT[None]",,"48:9B:D5:ED:F2:C1","catho-ap18-410i","1943Y-1587900000","1943Y-1589400000"
"May 5, 2021 7:17:05 PM","Roam","94:9B:2C:0E:C8:30",,"","catho-ap24-410i","glee-test-5","Between XCC to AP/Radio[2] DevFamily[Wireless Access Point] DevType[Extreme Wireless Access Point] Hostname[CB-AP510-2] FT[None]",,"48:9B:D5:ED:F2:D2",,"1943Y-1587900000",
"May 5, 2021 7:16:46 PM","Roam","80:86:F2:52:1B:38",,"","catho-ap18-410i",,"Inside XCC from AP/Radio[2] to AP/Radio[2] Network[glee-test] DevFamily[Windows] DevType[Windows 8/ 8.1/ 10/ 2012] Hostname[aptest] FT[None]",,"48:9B:D5:ED:F4:B2","catho-ap22-505i","1943Y-1589400000","1902W-2011900000"
"May 5, 2021 7:16:43 PM","Authentication","5C:A8:6A:8E:66:7A",,"","catho-ap18-410i","Extreme-Corp-Legacy","Network[Extreme-Corp-Legacy] AppliedRole[Extreme Corp]",,"48:9B:D5:ED:F4:A1",,"1943Y-1589400000",
"May 5, 2021 7:16:42 PM","State Change","5C:A8:6A:8E:66:7A","134.141.123.28","fe80::5ea8:6aff:fe8e:667a","catho-ap18-410i","Extreme-Corp-Legacy","Network[Extreme-Corp-Legacy] Auth[valid] DevFamily[Android] DevType[Android] Hostname[HUAWEIP9-4a5ae5d8880516c] FT[None]","[""fe80::5ea8:6aff:fe8e:667a""]","48:9B:D5:ED:F4:A1",,"1943Y-1589400000",
"May 5, 2021 7:16:42 PM","Roam","5C:A8:6A:8E:66:7A",,"","catho-ap18-410i","Extreme-Corp-Legacy","Between XCC to AP/Radio[1] DevFamily[Android] DevType[Android] Hostname[HUAWEIP9-4a5ae5d8880516c] FT[None]",,"48:9B:D5:ED:F4:A1",,"1943Y-1589400000",
"May 5, 2021 7:16:31 PM","Roam","94:9B:2C:0E:C8:30",,"","catho-ap23-510i","glee-test-5","Between XCC to AP/Radio[2] DevFamily[Wireless Access Point] DevType[Extreme Wireless Access Point] Hostname[CB-AP510-2] FT[None]",,"94:9B:2C:0E:98:F2",,"1907W-2011500000",
"May 5, 2021 7:16:28 PM","Authentication","5C:A8:6A:8E:66:7A",,"","catho-ap02-410i","Extreme-Corp-Legacy","Network[Extreme-Corp-Legacy] AppliedRole[Extreme Corp]",,"48:9B:D5:ED:F3:21",,"1943Y-1588200000",
"May 5, 2021 7:16:28 PM","State Change","5C:A8:6A:8E:66:7A","134.141.123.28","fe80::5ea8:6aff:fe8e:667a","catho-ap02-410i","Extreme-Corp-Legacy","Network[Extreme-Corp-Legacy] Auth[valid] DevFamily[Android] DevType[Android] Hostname[HUAWEIP9-4a5ae5d8880516c] FT[None]","[""fe80::5ea8:6aff:fe8e:667a""]","48:9B:D5:ED:F3:21",,"1943Y-1588200000",
"May 5, 2021 7:16:28 PM","Roam","5C:A8:6A:8E:66:7A",,"","catho-ap02-410i",,"Inside XCC from AP/Radio[2] to AP/Radio[1] Network[Extreme-Corp-Legacy] DevFamily[Android] DevType[Android] Hostname[HUAWEIP9-4a5ae5d8880516c] FT[None]",,"48:9B:D5:ED:F3:21","catho-ap31-3916ic-ROW","1943Y-1588200000","1703Y-1418000000"
"May 5, 2021 7:16:12 PM","Roam","94:9B:2C:0E:C8:30",,"","catho-ap03-505i",,"Inside XCC from AP/Radio[2] to AP/Radio[2] Network[glee-test] DevFamily[Wireless Access Point] DevType[Extreme Wireless Access Point] Hostname[CB-AP510-2] FT[None]",,"94:9B:2C:0E:B0:72","catho-ap24-410i","1908W-2003100000","1943Y-1587900000"
"May 5, 2021 7:16:05 PM","Roam","94:9B:2C:0E:C8:30",,"","catho-ap24-410i",,"Inside XCC from AP/Radio[2] to AP/Radio[2] Network[glee-test] DevFamily[Wireless Access Point] DevType[Extreme Wireless Access Point] Hostname[CB-AP510-2] FT[None]",,"48:9B:D5:ED:F2:D2","catho-ap22-505i","1943Y-1587900000","1902W-2011900000"
"May 5, 2021 7:15:55 PM","Authentication","5C:A8:6A:8E:66:7A",,"","catho-ap31-3916ic-ROW","Extreme-Corp-Legacy","Network[Extreme-Corp-Legacy] AppliedRole[Extreme Corp]",,"D8:84:66:81:EF:19",,"1703Y-1418000000",
"May 5, 2021 7:15:55 PM","State Change","5C:A8:6A:8E:66:7A","134.141.123.28","fe80::5ea8:6aff:fe8e:667a","catho-ap31-3916ic-ROW","Extreme-Corp-Legacy","Network[Extreme-Corp-Legacy] Auth[valid] DevFamily[Android] DevType[Android] Hostname[HUAWEIP9-4a5ae5d8880516c] FT[None]","[""fe80::5ea8:6aff:fe8e:667a""]","D8:84:66:81:EF:19",,"1703Y-1418000000",
"May 5, 2021 7:15:54 PM","Roam","5C:A8:6A:8E:66:7A",,"","catho-ap31-3916ic-ROW","Extreme-Corp-Legacy","Between XCC to AP/Radio[2] DevFamily[Android] DevType[Android] Hostname[HUAWEIP9-4a5ae5d8880516c] FT[None]",,"D8:84:66:81:EF:19",,"1703Y-1418000000",
"May 5, 2021 7:15:11 PM","Roam","80:86:F2:52:1B:38",,"","catho-ap22-505i","glee-test-5","Between XCC to AP/Radio[2] DevFamily[Windows] DevType[Windows 8/ 8.1/ 10/ 2012] Hostname[aptest] FT[None]",,"94:9B:2C:0E:87:F2",,"1902W-2011900000",
"May 5, 2021 7:15:09 PM","Authentication","5C:A8:6A:8E:66:7A",,"","catho-ap22-505i","Extreme-Corp-Legacy","Network[Extreme-Corp-Legacy] AppliedRole[Extreme Corp]",,"94:9B:2C:0E:87:E0",,"1902W-2011900000",
"May 5, 2021 7:15:08 PM","State Change","5C:A8:6A:8E:66:7A","134.141.123.28","fe80::5ea8:6aff:fe8e:667a","catho-ap22-505i","Extreme-Corp-Legacy","Network[Extreme-Corp-Legacy] Auth[valid] DevFamily[Android] DevType[Android] Hostname[HUAWEIP9-4a5ae5d8880516c] FT[None]","[""fe80::5ea8:6aff:fe8e:667a""]","94:9B:2C:0E:87:E0",,"1902W-2011900000",
"May 5, 2021 7:15:08 PM","Roam","5C:A8:6A:8E:66:7A",,"","catho-ap22-505i",,"Inside XCC from AP/Radio[1] to AP/Radio[1] Network[Extreme-Corp-Legacy] DevFamily[Android] DevType[Android] Hostname[HUAWEIP9-4a5ae5d8880516c] FT[None]",,"94:9B:2C:0E:87:E0","catho-ap18-410i","1902W-2011900000","1943Y-1589400000"
"May 5, 2021 7:15:06 PM","De-registration","68:9C:70:9D:64:0C",,"","catho-ap14-510i","Extreme-Corp","Network[Extreme-Corp] Cause[AP send disconnect req(code:8)] DevFamily[Apple iOS] DevType[iPhone/iPad/iPod/Watch/ATV] Hostname[QA7ipad] FT[PMKID]",,"94:9B:2C:0F:65:B0",,"1911W-2017000000",
"May 5, 2021 7:14:51 PM","Roam","94:9B:2C:0E:C8:30",,"","catho-ap22-505i",,"Inside XCC from AP/Radio[2] to AP/Radio[2] Network[glee-test] DevFamily[Wireless Access Point] DevType[Extreme Wireless Access Point] Hostname[CB-AP510-2] FT[None]",,"94:9B:2C:0E:87:F2","catho-ap18-410i","1902W-2011900000","1943Y-1589400000"
"May 5, 2021 7:14:51 PM","Roam","80:86:F2:52:1B:38",,"","catho-ap02-410i","glee-test-5","Between XCC to AP/Radio[2] DevFamily[Windows] DevType[Windows 8/ 8.1/ 10/ 2012] Hostname[aptest] FT[None]",,"48:9B:D5:ED:F3:32",,"1943Y-1588200000",
"May 5, 2021 7:14:36 PM","Authentication","5C:A8:6A:8E:66:7A",,"","catho-ap18-410i","Extreme-Corp-Legacy","Network[Extreme-Corp-Legacy] AppliedRole[Extreme Corp]",,"48:9B:D5:ED:F4:A1",,"1943Y-1589400000",
"May 5, 2021 7:14:35 PM","State Change","5C:A8:6A:8E:66:7A","134.141.123.28","fe80::5ea8:6aff:fe8e:667a","catho-ap18-410i","Extreme-Corp-Legacy","Network[Extreme-Corp-Legacy] Auth[valid] DevFamily[Android] DevType[Android] Hostname[HUAWEIP9-4a5ae5d8880516c] FT[None]","[""fe80::5ea8:6aff:fe8e:667a""]","48:9B:D5:ED:F4:A1",,"1943Y-1589400000",
"May 5, 2021 7:14:33 PM","Roam","5C:A8:6A:8E:66:7A",,"","catho-ap18-410i",,"Inside XCC from AP/Radio[1] to AP/Radio[1] Network[Extreme-Corp-Legacy] DevFamily[Android] DevType[Android] Hostname[HUAWEIP9-4a5ae5d8880516c] FT[None]",,"48:9B:D5:ED:F4:A1","catho-ap24-410i","1943Y-1589400000","1943Y-1587900000"
